tf_data,687.5971077912478
2=================================
tf_data,703.7858193913648
2=================================
tf_data,703.7858193913648
tf_data+transform,580.1040454811805
2=================================
tf_data,703.7858193913648
tf_data+transform,571.633681216389
2=================================
tf_data,703.7858193913648
tf_data+transform,571.633681216389
torch,354.2160813687742
2=================================
tf_data,703.7858193913648
tf_data+transform,571.633681216389
torch,354.2198045667559
2=================================
tf_data,703.7858193913648
tf_data+transform,571.633681216389
torch,354.2198045667559
torch+transform,357.16342240061846
2=================================
tf_data,703.7858193913648
tf_data+transform,571.633681216389
torch,354.2198045667559
torch+transform,363.1452406222337
2=================================
tf_data,703.7858193913648
tf_data+transform,571.633681216389
torch,354.2198045667559
torch+transform,363.1452406222337
ray_data,402.5776043166322
2=================================
tf_data,703.7858193913648
tf_data+transform,571.633681216389
torch,354.2198045667559
torch+transform,363.1452406222337
ray_data,404.96216496183473
2=================================
